Key,Value
4052,"Alter %fn-Bauernhof[/record]
Gehöft %ln[/record]
Gehöft %ln[/record]
Gehöft %ln[/record]
Gehöft %ln[/record]
%ln-Plantage[/record]
Gutshof %ln[/record]
Obstgarten %ln[/record]
%ln-Landgut[/end]"
4053,"Festung von %ln[/record]
Schloss %ln[/record]
Schloss %ln[/record]
Festung von %ln[/record]
Feste von %ln[/record]
%lns Feste[/record]
Zitadelle von %ln[/record]
%lns Turm[/record]
%lnturm[/record]
Turm von %ln[/record]
%lns Wacht[/record]
%lnhall[/end]"
4054,"Haus %ln[/record]
Haus %ln[/record]
Haus %ln[/record]
Haus %ln[/record]
%lnhall[/record]
%lnhof[/record]
%lnpfalz[/record]
%lnhall[/record]
%ln-Herrenhaus[/end]"
4055,Orden des Arkay[/end]
4056,Resolution des Zenithar[/end]
4057,Barmherzigkeit Maras[/end]
4058,Kantorei des Akatosh[/end]
4059,Haus der Dibella[/end]
4060,Schule des Julianos[/end]
4061,Tempel des Stendarr[/end]
4062,Tempel der Kynareth[/end]
4063,"Alter %ln-Schuppen[/record]
Alter %fn-Schuppen[/record]
alte %ln-Hütte[/record]
Alte %fn-Hütte[/record]
%ln-Blockhütte[/record]
Alte %lnstatt[/record]
Alte %fnsstatt[/record]
Alte %ln-Holzhütte[/end]"
4075,"blutend[/record]
ewig[/record]
endlos[/record]
brennend[/record]
furchtsam[/record]
fröhlich[/record]
stet[/record]
selig[/record]
heilig[/record]
inneres[/record]
gesegnet[/record]
sanft[/record]
klagend[/record]
singend[/record]
weinend[/record]
still[/record]
lachend[/end]"
4076,"Seele[/record]
Aufstieg[/record]
Altar[/record]
Wiedergeburt[/record]
Relikt[/record]
Stern[/record]
Licht[/record]
Erlöser[/record]
Dämmerung[/record]
Prophet[/record]
Orakel[/record]
Baum[/record]
Seher[/record]
Märtyrer[/record]
Omen[/record]
Götterbild[/record]
Heiligtum[/end]"
4077,Arkay[/end]
4078,Zenithar[/end]
4079,Mara[/end]
4080,Akatosh[/end]
4081,Dibella[/end]
4082,Julianos[/end]
4083,Stendarr[/end]
4084,Kynareth[/end]
4116,"Eure frühesten Erinnerungen sind von einem warmen und ungewöhnlichen[/left]
Zuhause geprägt. Eure Mutter, eine wunderschöne Zauberin, unterhielt Euch[/left]
stundenlang mit ihren magischen Künsten. Euer liebster war es[/left]
%q1.[/left]
[/left]
Euer Vater hingegen war im Dorf gefürchtet und viele nannten ihn ehrfürchtig[/left]
""den Hexenmeister"". Doch für Euch war er stets ein liebevoller und fürsorglicher[/left]
Vater.[/left]
[/left]
Mit den Jahren wurde offensichtlich, dass Ihr außergewöhnliche magische Kräfte[/left]
in Euch trugt. Bald schon klerntet Ihr eigenständig %q1a.[/left]
[/left]
Ihr erinnert Euch daran, wie Eure Eltern oft über einen bösen Kampfmagier[/left]
namens Jagar Tharn sprachen, und dass es in ihren Kreisen wohlbekannt war,[/left]
dass er die Herrschaft über das Land an sich gerissen hatte. Niemand wagte[/left]
es, sich ihm entgegenzustellen.[/left]
%q2.[/left]
[/left]
Eines Tages in Eurem zwanzigsten Lebensjahr erschien ein Bote bei Euch mit der[/left]
Nachricht, dass ein mächtiger Held Jagar Tharn besiegt und den verbannten[/left]
Kaiser zurück auf den Thron gebracht hatte. Selbst Euer sonst so grummeliger[/left]
Vater konnte seine Freude über diese Kunde kaum verbergen.[/left]
[/left]
Der Bote verkündete zudem, dass in der Kaiserstadt ein großes Fest stattfinden[/left]
würde, zu der all jene geladen waren, die im Verborgenen gegen Tharn gearbeitet[/left]
hatten. Als der Bote fort war, fragtet Ihr Eure Eltern, ob Ihr an diesen[/left]
Feierlichkeiten teilnehmen dürftet. Eure Mutter und Euer Vater tauschten[/left]
besorgte Blicke und erklärten, dass nicht genügend Gold vorhanden sei, um die[/left]
Reise für alle drei zu ermöglichen. Ernüchtert versuchtet Ihr, Eure Enttäuschung[/left]
zu verbergen. Doch dann sagte Euer Vater, dass es an der Zeit war, dass Ihr Euren[/left]
eigenen Weg in der Welt gehen solltet. Er überreichte Euch %q4[/left]
sowie einen sehr ungewöhnlichen Stab und schickte Euch auf den Weg zur Kaiserstadt,[/left]
um an den Feierlichkeiten teilzunehmen.[/left]
[/left]
Nach vielen Tagen der Reise nähertet Ihr Euch schließlich der Hauptstadt des[/left]
Reiches, der Kaiserstadt. Auf Eurem Weg bemerktet Ihr eine kleine Gruppe von[/left]
Reisenden, die nicht weit vor Euch unterwegs war. Als Ihr auf dem Weg zu Ihnen[/left]
wart, wurden sie plötzlich von Wegelagerern überfallen, die sich im Schatten des[/left]
Waldes verborgen hatten. Ohne zu zögern eiltet Ihr herbei, um den Reisenden[/left]
beizustehen. Als Ihr näher kamt, zog einer der Wegelagerer sein Kurzschwert,[/left]
um Euch anzugreifen. Instinktiv erhobt Ihr den Stab, den Euer Vater Euch[/left]
mitgegeben hatte, um den Angriff abzuwehren. Als das Schwert den Stab traf,[/left]
entlud sich ein gewaltiger Blitz, der beide Waffen zerschmetterte. Sowohl die[/left]
Wegelagerer als auch die Reisenden hielten inne und starrten Euch in ungläubigem[/left]
Erstaunen an. Als der Nachhall des Donners verklungen war, flohen die Wegelagerer[/left]
in panischer Hast zurück in den Wald. Die Reisenden bedankten sich überschwänglich[/left]
bei Euch und offenbarten, dass sie Mitglieder der kaiserlichen Familie seien,[/left]
die von einem Besuch auf dem Land zurückkehrten, um an den Feierlichkeiten[/left]
teilzunehmen. Sie bestanden darauf, dass Ihr mit ihnen zum Palast kommt und[/left]
eine Audienz beim Kaiser erhaltet.[/left]
[/left]
Der Kaiser war von Eurem Mut sehr beeindruckt und kannte Eure Familie als[/left]
treue Unterstützer des Reiches. Er überreichte Euch %q5.[/left]
Das Fest dauerte mehrere Wochen, und der Kaiser bat Euch oft um informelle[/left]
Gespräche. Wenn Ihr keine Audienz hattet, verbrachtet Ihr Eure Zeit normalerweise[/left]
beim %q2a.[/left]
[/left]
Doch eines Nachts wurdet Ihr mit einer Dringlichkeit zum Kaiser gerufen, dass Ihr[/left]
sofort wusstet, dass es sich um eine ernste Angelegenheit handeln musste. Er empfing[/left]
Euch in seinem Studierzimmer und erzählte Euch dort, dass er eine Aufgabe für Euch habe.[/left]
"
4117,"Die frühesten Erinnerungen an Euer Zuhause sind von anhaltender Unruhe geprägt.[/left]
Ständig kamen und gingen Besucher, wie auch Eure Eltern, die zu verschiedenen[/left]
Zeiten ebenfalls für längere Zeit fortgehen mussten. Als Ihr älter wurdet, wurde[/left]
Euch bewusst, dass Eure Mutter Mitglied einer Elite-Söldnertruppe war, zuerst[/left]
als Waffenausbilderin und später als Expertin für Kampftaktik. Die Interessen Eures[/left]
Vaters waren beileibe andere, denn er war ein anerkanntes Mitglied der örtlichen[/left]
Magiergilde und ein Meister aller Arten von Magie. Er fand in Euch einen[/left]
talentierten Schüler, und bald festigtet Ihr die Fähigkeit %q1.[/left]
[/left]
Ihr erinnert Euch daran, wie Eure Eltern oft über einen bösen Kampfmagier namens[/left]
Jagar Tharn sprachen, und dass es in ihren Kreisen wohlbekannt war, dass er die[/left]
Herrschaft über das Land an sich gerissen hatte. Niemand wagte es, sich ihm[/left]
entgegenzustellen. %q2.[/left]
[/left]
Eines Tages in Eurem zwanzigsten Lebensjahr erschien ein Bote bei Euch mit der[/left]
Nachricht, dass ein mächtiger Held Jagar Tharn besiegt und den verbannten[/left]
Kaiser zurück auf den Thron gebracht hatte.[/left]
[/left]
Der Bote verkündete zudem, dass in der Kaiserstadt ein großes Fest stattfinden[/left]
würde, zu der all jene geladen waren, die im Verborgenen gegen Tharn gearbeitet[/left]
hatten. Als der Bote fort war, fragtet Ihr Eure Eltern, ob Ihr an diesen[/left]
Feierlichkeiten teilnehmen dürftet. Eure Mutter und Euer Vater diskutierten[/left]
lange darüber, bevor sie entschieden, dass es an der Zeit war, dass Ihr Euren[/left]
eigenen Weg in der Welt gehen solltet. Eure Mutter gab Euch %q4,[/left]
und Euer Vater überreichte Euch einen sehr ungewöhnlichen Stab. Dann wurdet Ihr[/left]
auf den Weg zur Kaiserstadt und zu den Feierlichkeiten geschickt.[/left]
[/left]
Nach vielen Tagen der Reise nähertet Ihr Euch schließlich der Hauptstadt des[/left]
Reiches, der Kaiserstadt. Auf Eurem Weg bemerktet Ihr eine kleine Gruppe von[/left]
Reisenden, die nicht weit vor Euch unterwegs war. Als Ihr Euch ihnen anschloßt,[/left]
wurdet Ihr plötzlich von Wegelagerern überfallen, die im Wald am Straßenrand[/left]
auf Euch gelauert hatten. Einer der Wegelagerer zog sein Kurzschwert, um Euch[/left]
anzugreifen. Instinktiv erhobt Ihr den Stab, den Euer Vater Euch mitgegeben[/left]
hatte, um den Angriff abzuwehren. Als das Schwert den Stab traf, entlud sich[/left]
ein gewaltiger Blitz, der beide Waffen zerschmetterte. Sowohl die Wegelagerer[/left]
als auch die Reisenden hielten inne und starrten Euch in ungläubigem Erstaunen[/left]
an. Als der Nachhall des Donners verklungen war, flohen die Wegelagerer in[/left]
panischer Hast zurück in den Wald. Die Reisenden bedankten sich überschwänglich[/left]
bei Euch und offenbarten, dass sie Mitglieder der kaiserlichen Familie seien,[/left]
die von einem Besuch auf dem Land zurückkehrten, um an den Feierlichkeiten[/left] 
teilzunehmen. Sie bestanden darauf, dass Ihr mit ihnen zum Palast kommt und[/left]
eine Audienz beim Kaiser erhaltet.[/left]
[/left]
Der Kaiser war von Eurem Mut sehr beeindruckt und dankbar, dass Ihr seine Familie[/left]
gerettet hattet. Er lud Euch offiziell zu den Feierlichkeiten ein und überreichte[/left]
Euch %q5. Das Fest dauerte mehrere Wochen, und während dieser Zeit bat[/left]
der Kaiser oft um informelle Gespräche mit Euch. Wenn Ihr keine Audienz hattet,[/left]
verbrachtet Ihr Eure Zeit normalerweise beim %q3.[/left]
[/left]
Doch eines Nachts wurdet Ihr mit einer Dringlichkeit zum Kaiser gerufen, dass Ihr[/left]
sofort wusstet, dass es sich um eine ernste Angelegenheit handeln musste. Er empfing[/left]
Euch in seinem Studierzimmer und erzählte Euch dort, dass er eine Aufgabe für Euch habe.[/left]
[/end]"
4118,"Eure Kindheit war nicht gerade von feinem Umgang geprägt. Eure Mutter war[/left]
genauso streng wie sie schön war, und ihr Zorn, wenn Ihr Sie verärgert habt, war[/left]
wahrlich furchterregend. Euer Vater war ein ebenso furchteinflößender Mann. Von[/left]
ihnen habt Ihr die Wege der Macht gelernt, insbesondere wie man die rohen Formen[/left]
von Magie beherrscht und einsetzt. Es war keine Frage, ob diese zerstörerischen[/left]
Energien eingesetzt werden sollten – nur wie sie genutzt werden konnten.[/left]
Gelegentlich saht Ihr der Abwechslung halber auch bei anderen Magieschulen vorbei[/left]
und lerntet dabei, %q1.[/left]
[/left]
Doch die Schule der Zerstörung blieb Eure Spezialität.[/left]
[/left]
Ihr erinnert Euch daran, wie Eure Eltern oft über einen bösen Kampfmagier namens[/left]
Jagar Tharn sprachen, und dass es in ihren Kreisen wohlbekannt war, dass er die[/left]
Herrschaft über das Land an sich gerissen hatte. Niemand wagte es, sich ihm[/left]
entgegenzustellen. Da Eure Eltern selbst Kampfmagier waren, beneideten sie Tharns[/left]
Erfolg. %q2.[/left]
[/left]
Eines Tages in Eurem zwanzigsten Lebensjahr erschien ein Bote bei Euch mit[/left]
der Neuigkeit, dass ein mächtiger Held Jagar Tharn besiegt und den verbannten[/left]
Kaiser zurück auf den Thron gebracht hatte. Eure Eltern akzeptierten den[/left]
Machtwechsel als natürlichen Prozess und nahmen diese Neuigkeit mit leichter[/left]
Enttäuschung hin.[/left]
[/left]
Der Bote verkündete zudem, dass in der Kaiserstadt ein großes Fest stattfinden[/left]
würde. Als der Bote fort war, fragtet Ihr Eure Eltern, ob Ihr an diesen[/left]
Feierlichkeiten teilnehmen dürftet. Eure Mutter und Euer Vater diskutierten[/left]
lange darüber, bevor sie entschieden, dass es an der Zeit war, dass Ihr Euren[/left]
eigenen Weg in der Welt gehen solltet. Eure Mutter gab Euch %q4,[/left]
und Euer Vater überreichte Euch einen sehr ungewöhnlichen Stab. Dann wurdet[/left]
Ihr auf den Weg zur Kaiserstadt und zu den Feierlichkeiten geschickt.[/left]
[/left]
Nach vielen Tagen der Reise nähertet Ihr Euch schließlich der Hauptstadt des[/left]
Reiches, der Kaiserstadt. Auf Eurem Weg bemerktet Ihr eine kleine Gruppe von[/left]
Reisenden, die nicht weit vor Euch unterwegs war. Als Ihr Euch ihnen anschloßt,[/left]
wurdet Ihr plötzlich von Wegelagerern überfallen, die im Wald am Straßenrand[/left]
auf Euch gelauert hatten. Einer der Wegelagerer zog sein Kurzschwert, um Euch[/left]
anzugreifen. Instinktiv erhobt Ihr den Stab, den Euer Vater Euch mitgegeben[/left]
hatte, um den Angriff abzuwehren. Als das Schwert den Stab traf, entlud sich[/left]
ein gewaltiger Blitz, der beide Waffen zerschmetterte. Sowohl die Wegelagerer[/left]
als auch die Reisenden hielten inne und starrten Euch in ungläubigem Erstaunen[/left]
an. Als der Nachhall des Donners verklungen war, flohen die Wegelagerer in[/left]
panischer Hast zurück in den Wald. Die Reisenden bedankten sich überschwänglich[/left]
bei Euch und offenbarten, dass sie Mitglieder der kaiserlichen Familie seien,[/left]
die von einem Besuch auf dem Land zurückkehrten, um an den Feierlichkeiten[/left] 
teilzunehmen. Sie bestanden darauf, dass Ihr mit ihnen zum Palast kommt und[/left]
eine Audienz beim Kaiser erhaltet.[/left]
[/left]
Der Kaiser war von Eurem Mut sehr beeindruckt und dankbar, dass Ihr seine Familie[/left]
gerettet hattet. Er lud Euch offiziell zu den Feierlichkeiten ein und überreichte[/left]
Euch %q5. Das Fest dauerte mehrere Wochen, und während dieser Zeit bat[/left]
der Kaiser oft um informelle Gespräche mit Euch. Wenn Ihr keine Audienz hattet,[/left]
verbrachtet Ihr Eure Zeit normalerweise beim %q3.[/left]
[/left]
Doch eines Nachts wurdet Ihr mit einer Dringlichkeit zum Kaiser gerufen, dass Ihr[/left]
sofort wusstet, dass es sich um eine ernste Angelegenheit handeln musste. Er empfing[/left]
Euch in seinem Studierzimmer und erzählte Euch dort, dass er eine Aufgabe für Euch habe.[/left]
[/end]
"
4119,"Eure Eltern ergänzten einander auf bewundernswerte Weise, sowohl in ihrer[/left]
Kunst als Zauberer als auch als Lehrer. Eure Mutter legte großen Wert darauf,[/left]
Euch die Feinheiten vom %q1 beizubringen, stets mit[/left]
Aufmerksamkeit und Geduld. Euer Vater hingegen pflegte dramatischere Methoden,[/left]
die ebenso lehrreich wie eindrucksvoll waren. Mit Eurem wachsenden Talent,[/left]
während Eure Mutter Euch die Zaubersprüche lehrte, zeigte Euch Euer Vater,[/left]
wie Ihr die Magicka des Universums greifen und formen konntet, um die Macht[/left]
zu erlangen, diese Zauber zu wirken. Er erklärte Euch, dass Ihr, genau wie[/left]
sie, nicht in der Lage wärt, Magie in Eurem eigenen Körper zu regenerieren.[/left] 
Oft betrat er unerwartet den Raum und schleuderte einen Blitzzauber auf Euch.[/left]
So erschreckend dies auch war, verspürtet Ihr doch jedes Mal eine Woge der[/left]
Euphorie, während Ihr die Magie in Euch aufnahmt.[/left]
[/left]
Als Ihr heranwuchst wurde offensichtlich, dass Ihr ungewöhnlich starke magische[/left]
Kräfte besaßt. Bald schon wart Ihr imstande allein %q1a.[/left]
[/left]
Ihr erinnert Euch daran, wie Eure Eltern oft über einen bösen Kampfmagier namens[/left]
Jagar Tharn sprachen, und dass es in ihren Kreisen wohlbekannt war, dass er die[/left]
Herrschaft über das Land an sich gerissen hatte. Niemand wagte es, sich ihm[/left]
entgegenzustellen. %q2.[/left]
[/left]
Eines Tages in Eurem zwanzigsten Lebensjahr erschien ein Bote bei Euch mit der[/left]
Nachricht, dass ein mächtiger Held Jagar Tharn besiegt und den verbannten[/left]
Kaiser zurück auf den Thron gebracht hatte. Selbst Euer sonst so grummeliger[/left]
Vater konnte seine Freude über diese Kunde kaum verbergen.[/left]
[/left]
Der Bote verkündete zudem, dass in der Kaiserstadt ein großes Fest stattfinden[/left]
würde, zu der all jene geladen waren, die im Verborgenen gegen Tharn gearbeitet[/left]
hatten. Als der Bote fort war, fragtet Ihr Eure Eltern, ob Ihr an diesen[/left]
Feierlichkeiten teilnehmen dürftet. Eure Mutter und Euer Vater tauschten[/left]
besorgte Blicke und erklärten, dass nicht genügend Gold vorhanden sei, um die[/left]
Reise für alle drei zu ermöglichen. Ernüchtert versuchtet Ihr, Eure Enttäuschung[/left]
zu verbergen. Doch dann sagte Euer Vater, dass es an der Zeit war, dass Ihr Euren[/left]
eigenen Weg in der Welt gehen solltet. Er überreichte Euch %q4[/left]
sowie einen sehr ungewöhnlichen Stab und schickte Euch auf den Weg zur Kaiserstadt,[/left]
um an den Feierlichkeiten teilzunehmen.[/left]
[/left]
Nach vielen Tagen der Reise nähertet Ihr Euch schließlich der Hauptstadt des[/left]
Reiches, der Kaiserstadt. Auf Eurem Weg bemerktet Ihr eine kleine Gruppe von[/left]
Reisenden, die nicht weit vor Euch unterwegs war. Als Ihr auf dem Weg zu Ihnen[/left]
wart, wurden sie plötzlich von Wegelagerern überfallen, die sich im Schatten des[/left]
Waldes verborgen hatten. Ohne zu zögern eiltet Ihr herbei, um den Reisenden[/left]
beizustehen. Als Ihr näher kamt, zog einer der Wegelagerer sein Kurzschwert,[/left]
um Euch anzugreifen. Instinktiv erhobt Ihr den Stab, den Euer Vater Euch[/left]
mitgegeben hatte, um den Angriff abzuwehren. Als das Schwert den Stab traf,[/left]
entlud sich ein gewaltiger Blitz, der beide Waffen zerschmetterte. Sowohl die[/left]
Wegelagerer als auch die Reisenden hielten inne und starrten Euch in ungläubigem[/left]
Erstaunen an. Als der Nachhall des Donners verklungen war, flohen die Wegelagerer[/left]
in panischer Hast zurück in den Wald. Die Reisenden bedankten sich überschwänglich[/left]
bei Euch und offenbarten, dass sie Mitglieder der kaiserlichen Familie seien,[/left]
die von einem Besuch auf dem Land zurückkehrten, um an den Feierlichkeiten[/left]
teilzunehmen. Sie bestanden darauf, dass Ihr mit ihnen zum Palast kommt und[/left]
eine Audienz beim Kaiser erhaltet.[/left]
[/left]
Der Kaiser war von Eurem Mut sehr beeindruckt und kannte Eure Familie als[/left]
treue Unterstützer des Reiches. Er überreichte Euch %q5.[/left]
Das Fest dauerte mehrere Wochen, und der Kaiser bat Euch oft um informelle[/left]
Gespräche. Wenn Ihr keine Audienz hattet, verbrachtet Ihr Eure Zeit normalerweise[/left]
beim %q3.[/left]
[/left]
Doch eines Nachts wurdet Ihr mit einer Dringlichkeit zum Kaiser gerufen, dass Ihr[/left]
sofort wusstet, dass es sich um eine ernste Angelegenheit handeln musste. Er empfing[/left]
Euch in seinem Studierzimmer und erzählte Euch dort, dass er eine Aufgabe für Euch habe.[/left]
[/end]"
